id|version
010007400FF24800|65536
0100074010F1C800|131072
01000750084B2800|131072
010007700CFA2800|65536
010007700D4AC800|196608
010007900FCE2800|131072
010007A00980C800|65536
010007B010FCC800|131072
010007B010FCD001|0
010007B010FCD002|0
010007B010FCD003|0
010007B010FCD004|0
010007B010FCD005|0
010007B010FCD006|0
010007B010FCD007|0
010007B010FCD008|0
010007B010FCD009|0
010007B010FCD00A|0
010007B010FCD00B|0
010007B010FCD00C|0
010007B010FCD00D|0
010007C00B508800|393216
010007C00B509001|0
010007C00B509002|0
010007C00B509003|0
010007C00B509004|0
010007D00D43A800|196608
010007D012AD0800|65536
010007E00A1A4800|65536
010007F00879E800|262144
010007F00879F001|0
010007F00879F002|0
010007F00879F003|65536
010007F00879F004|65536
010007F00879F005|65536
010007F00879F006|65536
010007F00879F007|65536
010007F00879F008|65536
010008000C8F6800|65536
010008000EC00800|131072
010008000EC01003|0
0100082010A4E800|196608
010008300C978800|65536
01000850037C0800|131072
0100085012A0E800|131072
010008600D1AC800|65536
010008800B18A800|65536
010008900705D010|0
010008900705D011|0
010008900705D012|0
0100089010A92800|65536
010008A00F632800|196608
010008C00B2F2800|131072
010008C01010A800|131072
010008C014432800|65536
010008F00F476800|131072
010009000AC2A800|196608
010009000AC2B001|0
010009000AC2B002|0
010009000AC2B003|0
010009000AC2B004|0
010009000AC2B005|0
010009000AC2B006|0
0100091008272800|196608
010009100845A800|65536
0100092006814800|524288
0100092006815001|65536
0100092006815002|65536
0100092006815003|65536
0100092006815004|65536
0100092006815005|65536
0100092006815006|65536
0100092006815007|65536
0100092006815008|65536
0100092006815009|0
010009200681500A|0
010009200681500B|0
010009200681500C|0
010009200681500D|0
010009200681500E|0
010009300D31C800|65536
01000930140DA800|196608
010009400DD38800|131072
010009400DD39001|0
0100095009236800|65536
010009500C30C800|131072
0100096013C8A800|65536
010009800203E800|327680
010009800203F001|0
010009800203F002|0
010009800203F003|0
010009800203F004|0
010009800203F005|0
010009800203F006|0
010009800203F007|0
010009800203F008|0
010009900947A800|327680
010009900947B001|0
010009900947B002|0
010009900947B004|0
010009900947B005|0
010009900947B006|0
010009900947B007|0
010009900947B008|0
010009900947B009|0
010009900947B00A|0
010009900947B00B|0
010009900947B00C|65536
010009900947B00D|65536
010009900947B00E|65536
010009900947B00F|65536
010009900947B010|65536
010009900947B011|65536
010009900947B012|65536
010009900947B013|65536
010009900947B014|65536
010009900947B015|65536
010009900947B016|65536
010009900947B017|65536
010009900947B018|65536
010009900947B019|65536
010009900947B01A|65536
010009900947B01B|0
010009900E170800|196608
010009900E171001|0
010009B00D33C800|327680
010009D00E5A2800|65536
010009E001D90800|65536
010009E00F49C800|65536
010009F004E66800|65536
01000A0004C50800|196608
01000A001171A800|262144
01000A001171B001|0
01000A001171B002|0
01000A001171B003|0
01000A001171B004|0
01000A001171B005|0
01000A00135DC800|327680
01000A10041EA800|65536
01000A10041EB001|65536
01000A10041EB003|65536
01000A10041EB004|65536
01000A10041EB005|65536
01000A10041EB008|65536
01000A400DA58800|1376256
01000A4014596800|65536
01000A600EA88800|131072
01000A601139E800|65536
01000A6013F86800|589824
01000A800B998800|131072
01000AA0093DC800|131072
01000AA00D30E800|65536
01000AA00E4DC800|131072
01000AA01350A800|131072
01000AA013A5E800|131072
01000AA013BFE800|262144
01000AB00E73A800|131072
01000AB013742800|196608
01000AD012D3A800|65536
01000B2006E06800|65536
01000B2006E07001|0
01000B20117B8800|131072
01000B3012F3A800|65536
01000B400E53A800|196608
01000B500EB22800|65536
01000B700EC23001|0
01000B700EC23002|0
01000B700EC23003|0
01000B700EC23004|0
01000B700EC23005|0
01000B700EC23006|0
01000B70122A2800|65536
01000B8010EAC800|65536
01000B900D8B0800|458752
01000B900D8B1001|327680
01000B900D8B1002|393216
01000B900D8B1003|393216
01000B900D8B1004|327680
01000BA00CD2C800|131072
01000BB00E9D2800|262144
01000BC013B0A800|65536
01000BC0140C6800|131072
01000BD00CE64800|131072
01000BD012A6C800|262144
01000BD012A6D002|0
01000BD012A6D004|65536
01000BD012A6D007|0
01000BD012A6D008|0
01000BD012A6D00E|0
01000BD012A6D013|0
01000BD012A6D014|0
01000BD012A6D015|0
01000BD012A6D017|0
01000BD012A6D018|0
01000BF00B6BC800|65536
01000BF00BE40800|65536
01000C000C966800|65536
01000C1011960800|65536
01000C2013972800|65536
01000C6011AC2800|196608
01000C7003FE8800|196608
01000C800FADC800|65536
01000C900A136800|65536
01000C900A137001|0
01000CA004DCA800|983040
01000CA004DCB001|0
01000CA004DCB002|0
01000CA013AF2800|196608
01000CA014CA0800|196608
01000CB00AC64800|65536
01000CC013E42800|131072
01000CE002072800|131072
01000CF0084BC800|131072
01000D1006CEC800|65536
01000D100D99A800|131072
01000D100DCF8800|131072
01000D1011EF0800|131072
01000D200AC0C800|65536
01000D200C180800|393216
01000D200C7A4800|65536
01000D30142E4800|65536
01000D5005974800|393216
01000D500B628800|131072
01000D500D08A800|65536
01000D600EFC4800|131072
01000D60126B6800|131072
01000D6013D36800|65536
01000D70049BE800|327680
01000D700BE88800|65536
01000D9007C28800|65536
01000DC00AF1C800|131072
01000DC00EBBE800|65536
01000DF00EBBA800|65536
01000DF01234A800|262144
01000E00089FA800|131072
01000E000DD40800|196608
01000E000EEF8800|131072
01000E10094D0800|131072
01000E100A470800|65536
01000E10133B2800|196608
01000E2003FA0800|393216
01000E2003FA1001|0
01000E2003FA1002|0
01000E2003FA1003|0
01000E2003FA1004|0
01000E2003FA1005|0
01000E2003FA1006|0
01000E2003FA1007|0
01000E200BE10800|131072
01000E200C8D4800|131072
01000E200DC58800|131072
01000E30042F2800|65536
01000E300E2D6800|131072
01000E30141F8800|262144
01000E400ED98800|65536
01000E50134A4800|65536
01000E600B05C800|196608
01000E8009E1C800|65536
01000E800CC26800|65536
01000E800F326800|65536
01000E800FCB4800|131072
01000E8010A98800|131072
01000E9013CD4800|65536
01000EA00B23C800|131072
01000EA00D2EE800|65536
01000EA00D2EF001|0
01000EA00D2EF002|0
01000EA00D2EF003|0
01000EB00BE02800|65536
01000EC00AF98800|65536
01000EC010BF4800|196608
01000EC01212E800|65536
01000ED00E39A800|65536
01000ED00E39B001|0
01000ED00E39B00D|0
01000ED00F64E800|65536
01000ED014A2C800|131072
01000EE010B40800|65536
01000F0002BB6800|917504
01000F0002BB7001|0
01000F0007D92800|393216
01000F1008C92800|131072
01000F20083A8800|65536
01000F20102AC800|131072
01000F20117E6800|65536
01000F20122FA800|65536
01000F300F082800|65536
01000F400435A800|65536
01000F400C1A4800|131072
01000F5003068800|131072
01000F50130A2800|65536
01000F5013820800|196608
01000F600B01E800|65536
01000F700DECE800|65536
01000F700DECF001|0
01000F700DECF002|0
01000FA00A4E4800|65536
01000FA010340800|131072
01000FA0149B6800|65536
01000FB00AA90800|131072
01000FD00DB54800|196608
01000FD00DB55034|0
01000FD00DB55035|0
01000FD00DB55036|0
01000FD00DB55037|0
01000FD00DB55038|0
01000FD00DB5503B|0
01000FD00DB5503D|0
01000FD00DF78800|131072
010010100FF14800|327680
0100101011ED2800|196608
0100101011ED3001|0
0100101011ED3002|0
0100101011ED3003|0
0100101011ED3004|0
0100101011ED3005|0
0100101011ED3006|65536
0100101011ED3007|65536
0100101011ED3008|0
0100103011894800|131072
0100103011895001|0
0100103011895002|0
010010400D46B001|0
0100106010C3E800|65536
010010900F7B4800|196608
010010A009830800|196608
010010A00A95E800|196608
010010A00DA48800|196608
010010A00DA49001|0
010010A00DA49002|0
010010B00DDA2800|131072
010010D010632800|65536
010010D011E1C800|196608
010010D011ED0800|262144
010010D011ED1001|0
010010D011ED1002|0
010010D011ED1003|0
010010D011ED1004|0
010010D011ED1005|0
010010D011ED1006|65536
010010D011ED1007|65536
010010D011ED1008|0
010010D011ED1009|0
010010F004022800|262144
010010F004023001|0
010010F004023002|0
010010F004023003|0
010011000E31A800|65536
010011000EA7A800|524288
010011000EA7B00A|0
010011000EA7B014|0
010011000EA7B01E|0
0100111004460800|65536
0100111004461001|0
0100111004461002|0
0100111004461003|0
0100111004461004|0
0100111004461005|0
0100111004461006|0
010011100DBF2800|524288
010011100DBF3002|65536
010011100DBF3003|65536
010011100DBF3004|0
010011100DBF3005|65536
010011100DBF3006|65536
010011100DBF3007|0
010011100DBF3008|0
010011100DBF3009|0
010011100DBF300A|0
010011100DBF300B|0
010011100DBF300C|0
010011100DBF300D|0
010011100DBF300E|0
010011100DBF300F|0
010011100DBF3010|0
010011100DBF3011|0
010011100DBF3012|0
010011100DBF3013|0
010011100DBF3014|0
010011100DBF3015|0
010011100DBF3016|0
010011100DBF3017|0
010011100DBF3018|0
010011100DBF3019|0
010011100DBF301A|0
010011100DBF301B|0
010011100DBF301C|0
010011100DBF301D|0
010011100DBF3026|0
010011100DBF3027|0
010011100DBF3028|0
010011100DBF3029|0
010011100DBF302A|0
010011100DBF302B|0
0100112003B8A800|262144
010011300D52A800|65536
010011300F74C800|65536
010011400AF8E800|131072
0100114014724800|196608
010011501274A800|65536
010011600C946800|393216
010011600C947001|131072
010011600C947002|131072
01001180021FA800|196608
0100118009C68800|262144
0100119009094800|65536
010011900E720800|65536
010011B00910C800|65536
010011B00E6B2800|65536
010011C00E636800|393216
010011C00E637005|0
010011C00E637006|0
010011C00E637007|0
010011C00E637008|0
010011E00DF5C800|65536
0100120004644800|65536
010012100E208800|131072
010012400D202800|131072
0100125002060800|262144
01001270012B6800|65536
01001270012B7001|0
01001270012B7002|0
01001270012B7003|0
01001270012B7004|0
01001270012B7005|0
01001270012B7006|0
0100128003A24800|65536
010012800EBAE800|262144
010012800EBAF005|0
010012900C782800|262144
010012B011AB2800|196608
010012C0060F0800|131072
010012E00EA66800|196608
010012F00B6F2800|65536
0100132013678800|65536
010013300F882800|65536
0100134011E32800|196608
010013500A560800|131072
010013700DA4A800|131072
010013700DA4B001|65536
0100137010152800|65536
0100137011172800|65536
010013A00E750800|393216
010013C010C5C800|196608
010013C010C5D001|0
010013C010C5D002|0
010013E013220800|262144
010013E013221002|0
010013E013221004|65536
010013E013221007|0
010013E013221008|0
010013E01322100C|65536
010013E01322100E|65536
010013E013221011|65536
010013E013221013|65536
010013E013221014|65536
010013E013221015|65536
010013E013221017|0
010013E013221018|0
010013F009B88800|131072
0100144011030800|65536
0100145011008800|131072
010014700C1AA800|196608
010014901144C800|65536
010014901201E800|196608
010014A00AC5A800|65536
010014A00C5E0800|196608
010014A00C5E1001|0
010014A00C5E1002|0
010014A00C5E1003|0
010014A00C5E1004|0
010014A00C5E1005|0
010014A00C5E1006|0
010014A00C5E1007|0
010014A00C5E1008|0
010014A00C5E1009|0
010014A00C5E100A|0
010014A00C5E100B|0
010014A00C5E100C|0
010014A00C5E100D|0
010014A00C5E100E|0
010014A00C5E100F|0
010014A00C5E1010|0
010014A00C5E1011|0
010014A00C5E1012|0
010014A00C5E1013|0
010014A00C5E1014|0
010014A00C5E1015|0
010014A00C5E1016|0
010014A00C5E1017|0
010014A00C5E1018|0
010014A00C5E1019|0
010014A00C5E101A|0
010014A00C5E101B|0
010014A00C5E101C|0
010014A00C5E101D|0
010014A00C5E101E|0
010014A00C5E101F|0
010014A00C5E1020|0
010014A00C5E1021|0
010014A00C5E1022|0
010014A00C5E1023|0
010014A00C5E1024|0
010014A00C5E1025|0
010014A00C5E1026|0
010014A00C5E1027|0
010014A00C5E1028|0
010014A00C5E1029|0
010014A00C5E102A|0
010014A00C5E102B|0
010014A00C5E102C|0
010014A00C5E102D|0
010014A00C5E102E|0
010014A00C5E102F|0
010014A00C5E1030|0
010014A00C5E1031|0
010014A00C5E1032|0
010014A00C5E1033|0
010014A00C5E1034|0
010014A00C5E1035|0
010014A00C5E1036|0
010014A00C5E1037|0
010014A00C5E1038|0
010014A00C5E1039|0
010014A00C5E103A|0
010014A00C5E103B|0
010014A00C5E103C|0
010014A00C5E103D|0
010014A00C5E103E|0
010014A00C5E103F|0
010014A00C5E1040|0
010014A00C5E1041|0
010014A00C5E1042|0
010014A00C5E1043|0
010014A00C5E1044|0
010014A00C5E1045|0
010014A00C5E1046|0
010014A00C5E1047|0
010014A00C5E1048|0
010014A00C5E1049|0
010014A00C5E104A|0
010014A00C5E104B|0
010014A00C5E104C|0
010014A00C5E104D|0
010014A00C5E104E|0
010014A00C5E104F|0
010014A00C5E1050|0
010014A00C5E1051|0
010014A00C5E1052|0
010014A00C5E1053|0
010014A00C5E1054|0
010014A00C5E1055|0
010014A00C5E1056|0
010014A00C5E1057|0
010014A00C5E1058|0
010014A00C5E1059|0
010014A00C5E105A|0
010014A00C5E105B|0
010014A00C5E105C|0
010014A00C5E105D|0
010014A00C5E105E|0
010014A00C5E105F|0
010014A00C5E1060|0
010014A00C5E1061|0
010014A00C5E1062|0
010014A00C5E1063|0
010014A00C5E1064|0
010014A00C5E1065|0
010014A00C5E1066|0
010014A0115BE800|196608
010014C011146800|131072
010014D01216E800|327680
010014D01216F001|0
010014D01216F002|0
010014D01216F003|0
010014D01216F004|0
010014D01216F005|0
010014D01216F006|0
010014D01216F007|0
010014D01216F008|65536
010014D01216F009|65536
010014D01216F00A|65536
010014E004FA8800|65536
010014E00DB56800|196608
0100152000022800|655360
0100152012BB0800|65536
0100153006300800|131072
01001530097F8800|65536
010015500E9C0800|196608
010015600D814800|65536
010015600D815001|0
010015600D815002|0
010015600D815003|0
010015600D815004|0
010015600D815005|0
010015600D815006|0
010015600D815007|0
010015600D815008|0
010015600D815009|0
010015600D81500A|0
0100156011032800|131072
010015700D5DC800|65536
010015800B178800|65536
010015800B179001|0
010015800B179002|0
010015800B179006|65536
010015800B179007|65536
010015800B179008|65536
010015800F93C800|131072
01001580133F2800|262144
010015A00AF1E800|196608
010015A0110AC800|196608
010015B00BB00800|131072
010015B012E0C800|131072
010015D0127D6800|131072
010015E00A1F8800|65536
010015F005C8E800|131072
010015F005C8F001|0
010015F005C8F002|0
010015F005C8F003|0
010015F005C8F004|0
010015F005C8F005|0
010015F005C8F006|0
010015F008C54800|327680
010015F014A5C800|65536
0100161009E5D001|0
010016100A186800|65536
0100161011458800|65536
01001620105FF001|0
01001620105FF002|0
01001620105FF003|0
01001620143BC800|65536
010016300A95A800|65536
010016300D172800|65536
010016600DBFC800|131072
010016700BCD4800|262144
010016900EE3A800|65536
010016A00AEC0800|524288
010016A00AEC1001|65536
010016A00AEC1002|0
010016A00AEC1003|0
010016A00AEC1004|0
010016A00AEC1005|0
010016A00AEC1006|0
010016A00AEC1007|0
010016A00AEC1008|0
010016A00AEC1013|65536
010016A00AEC1014|65536
010016A00AEC1015|65536
010016A00AEC1016|65536
010016A00AEC1017|65536
010016A00AEC1018|65536
010016A00AEC1019|65536
010016A00AEC101A|65536
010016A00AEC101B|65536
010016A00AEC101C|65536
010016A00AEC101D|65536
010016A00AEC101E|65536
010016A00AEC101F|65536
010016A00AEC1020|131072
010016A00AEC1021|131072
010016A00AEC1022|131072
010016A00AEC1023|0
010016A00AEC1024|0
010016A00AEC1025|0
010016A00AEC1026|65536
010016A00AEC1027|131072
010016A00AEC1028|0
010016A00AEC1029|0
010016A00AEC102A|0
010016A00AEC102B|0
010016A00AEC102C|0
010016A00AEC10C1|65536
010016A00AEC10C2|0
010016A00AEC10C8|0
010016A00AEC10C9|65536
010016A00AEC10CA|131072
010016A00AEC10CB|0
010016A00AEC10F0|0
010016A00AEC10F1|0
010016A00AEC10F2|0
010016A00AEC10F3|0
010016A00AEC10F4|0
010016A00AEC10F5|0
010016A00AEC10F6|0
010016A00AEC10F7|0
010016A00AEC10F8|0
010016A00AEC10F9|0
010016A00AEC10FA|0
010016A00AEC10FB|0
010016A00AEC10FC|0
010016A00AEC10FD|0
010016A00AEC10FE|0
010016A00AEC10FF|0
010016A00AEC1102|0
010016A00AEC1103|0
010016A00AEC1104|0
010016A00AEC1105|0
010016A00AEC11AF|131072
010016A00AEC11B0|65536
010016A00AEC11B1|0
010016A00AEC11B2|0
010016A00AEC1219|131072
010016A00AEC121A|65536
010016A00AEC1274|0
010016A00AEC1275|131072
010016A00AEC1276|65536
010016A00AEC1281|0
010016A00AEC12A6|131072
010016A00AEC12C8|65536
010016A00AEC12CB|0
010016A00AEC12D5|0
010016B010FDE800|131072
010016B010FDF001|65536
010016B010FDF002|65536
010016B010FDF003|65536
010016B010FDF004|65536
010016C009374800|196608
010016C00F474800|196608
010016C011AAB001|0
010016C011AAB002|0
010016C011AAB003|0
010016D00D2C2800|131072
010016E004796800|131072
010016E004797001|0
010016F00E952800|393216
0100170008560800|131072
010017301007E800|327680
010017301007F002|0
010017301007F004|65536
010017301007F007|0
010017301007F008|0
010017301007F00D|65536
010017301007F00E|65536
010017301007F00F|65536
010017301007F010|65536
010017301007F011|65536
010017301007F012|65536
010017301007F013|65536
010017301007F014|65536
010017301007F015|65536
010017301007F017|0
010017301007F018|0
01001740116EC800|131072
010017500630C800|131072
010017500E7E0800|131072
010017600B580800|65536
0100177005C8A800|65536
010017700B6C2800|196608
010017700B6C3001|0
010017900F414800|65536
010017B012AFC800|131072
010017E012888800|65536
010018100CD46800|65536
010018100F688800|65536
010018201455A800|131072
010018300C83A800|65536
010018300D006800|65536
0100183010F12800|196608
0100183010F13065|0
0100183010F1306C|0
0100183010F130D2|0
0100183010F130D3|0
0100183010F130D4|0
0100183010F130D5|0
0100183010F130D6|0
010018400C24E800|262144
010018400C24F001|0
010018400C24F002|0
010018400C24F003|0
010018400C24F004|0
010018400C24F005|0
010018400C24F006|0
010018400C24F007|0
010018400E4FC800|327680
0100184011918800|65536
010018600E03E800|262144
01001860140B0800|196608
0100187003A36800|131072
010018700A14A800|589824
010018700A5EC800|458752
0100187012B3A800|65536
010018800D1FC800|196608
010018800D1FD001|0
010018900DD00800|458752
010018C00954F001|0
010018D013CAA800|65536
010018E00BA22800|131072
010019000034A800|327680
01001900112B2800|327680
0100191006B98800|65536
0100192003FA4800|524288
010019200C620800|851968
010019200C621002|0
010019200C621004|0
010019200C621005|0
010019200C621008|0
010019200C62100A|0
010019200C62100D|0
010019200C62100E|0
010019200C62100F|0
010019200C621010|0
010019200C621012|0
010019200C621013|0
010019200C621017|0
010019200C62101A|0
010019200C62101B|0
010019200C62101E|0
010019200C62101F|0
010019200C621020|0
010019200C621021|0
010019200C621022|0
010019200C621023|0
010019200C621024|0
010019200C621025|0
0100192010F5A800|196608
010019500B69A800|65536
010019500E642800|65536
01001950137D8800|65536
0100196009998800|524288
0100196009999001|0
0100196009999002|0
01001960101C6800|131072
010019700D13A800|65536
0100197011BFE800|65536
0100199012ACC800|65536
0100199012ACD001|65536
0100199012ACD002|65536
0100199012ACD003|65536
0100199012ACD004|65536
0100199012ACD005|65536
0100199012ACD006|65536
0100199012ACD007|65536
0100199012ACD008|65536
0100199012ACD009|65536
0100199012ACD00A|65536
0100199012ACD00B|65536
0100199012ACD00C|65536
0100199012ACD00D|65536
0100199012ACD00E|65536
0100199012ACD00F|65536
0100199012ACD010|65536
0100199012ACD011|65536
0100199012ACD012|65536
0100199012ACD013|65536
0100199012ACD014|65536
0100199012ACD015|65536
0100199012ACD016|65536
0100199012ACD017|65536
0100199012ACD018|65536
0100199012ACD019|65536
0100199012ACD01A|65536
0100199012ACD01B|65536
0100199012ACD01C|65536
0100199012ACD01D|65536
0100199012ACD01E|65536
0100199012ACD01F|65536
0100199012ACD020|65536
0100199012ACD021|65536
0100199012ACD022|65536
0100199012ACD023|65536
0100199012ACD024|65536
010019A0038FA800|65536
010019A012964800|65536
010019C00E9CC800|262144
010019D010F0E800|196608
010019D010F0F065|0
010019D010F0F06C|0
010019D010F0F0D2|0
010019D010F0F0D3|0
010019D010F0F0D4|0
010019D010F0F0D5|0
010019D010F0F0D6|0
010019D0126E2800|196608
010019F00CF92800|65536
01001A0011799001|0
01001A0011799002|0
01001A0011799003|0
01001A0011799004|0
01001A100C0E8800|524288
01001A201331E800|131072
01001A400C53A800|2686976
01001A500E8B4800|131072
01001A5014220800|131072
01001A50145E0800|131072
01001A700C832800|131072
01001A700C833002|0
01001A700C833004|0
01001A700C833006|0
01001A700C833007|0
01001A700C833008|0
01001A700C833009|0
01001A700C83300B|0
01001A700C83300D|0
01001A700C83300E|0
01001A700C83300F|0
01001A700C833010|0
01001A700C833011|0
01001A700C833013|0
01001A700C833016|0
01001A700C833017|0
01001A700C833018|0
01001A700C833019|0
01001A700C83301A|0
01001A700C83301B|0
01001A700C83301C|0
01001A700C83301D|0
01001A700C83301E|0
01001A700C83301F|0
01001A700C833020|0
01001A700C833021|0
01001A700C833022|0
01001A700C833023|0
01001A700C833024|0
01001A700C833025|0
01001A700C833026|0
01001A700C833027|0
01001A700C833028|0
01001A700C833029|0
01001A700C83302A|0
01001A700C83302B|0
01001A700C83302C|0
01001A700C83302D|0
01001A700C83302E|0
01001A700C83302F|0
01001A700C833033|0
01001A700C833034|0
01001A700C833035|0
01001A700C833036|0
01001A700C833037|0
01001A700C833038|0
01001A700C833039|0
01001A700C833051|0
01001A800D6BC800|131072
01001A800D926800|65536
01001AA00BADC800|65536
